module,items,urban,rural
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,7526,6327
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,475,475
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,250459,232946
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,281183,239548
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,240424,198706
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,22593,20794
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,36455,34476
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,20409,19901
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,33179,31969
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,164,118
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,2699,432
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,14767,8768
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,22010,12806
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,416,45
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),27202,20838
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,3277,3049
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,170,76
M8 [Family Planning],Number of IUCD Removals,3054,2083
M8 [Family Planning],Number of complications following IUCD Insertion,130,99
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,104,95
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,23,15
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,9,5
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,7,7
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,1190234,1187766
M8 [Family Planning],Number of Condom pieces distributed,11238602,11235384
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,41246,41120
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,8917,8595
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,263076,238971
M8 [Family Planning],Complications following male sterilization,0,0
M8 [Family Planning],Complications following female sterilization,0,0
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),273003,117483
M9 [CHILD IMMUNISATION],Child immunisation - BCG,315978,210128
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,732,454
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,723,511
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,764,557
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,322890,310059
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,315693,303097
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,323181,312222
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),301036,168646
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,323298,309645
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,315298,302506
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,322984,311388
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B0 (Birth Dose),301056,135377
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B1,2712,2255
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B2,2282,2002
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B3,2363,2094
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),320398,310441
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),319456,310378
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 1,321111,309914
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 2,314190,303092
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,322341,312775
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,6934,6724
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,3913,3912
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,1204,1204
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,349360,337309
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,5049,5028
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,113803,112649
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,183988,176241
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,169016,161947
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),nan,nan
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,13828,12599
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,1588,1506
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,6636,5914
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),309368,300417
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),5501,5144
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,312476,304159
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,318015,309643
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",1696,1147
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,94653,93968
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,2311,372
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),331250,320812
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,322657,312541
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,306624,296910
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,12,12
M9 [CHILD IMMUNISATION],Immunisation sessions planned,287627,286677
M9 [CHILD IMMUNISATION],Immunisation sessions held,285898,284953
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,259757,259588
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,334655,327968
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,233101,224129
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,275949,267500
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),13346688,13343600
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,437843,433013
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),22559,21328
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,3860,1393
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,3751,883
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,407,213
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),83,75
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),3,1
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,850,661
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,17210,10293
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,4835,2400
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,5415,2613
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),588,355
M11 [NVBDCP],Total Blood Smears Examined for Malaria,1618958,1587522
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,4371,2884
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,1475,633
M11 [NVBDCP],RDT conducted for Malaria,416489,384639
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,2238,983
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,1183,388
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,586,578
M11 [NVBDCP],Kala Azar Positive Cases,0,0
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,0,0
M11 [NVBDCP],Dengue - RDT Test Positive,5912,892
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,1617,1069
M11 [NVBDCP],Tests Conducted for JE,0,0
M11 [NVBDCP],Tests Positive for JE,0,0
M12 [Adolescent Health],Girls registered in AFHC,140857,139748
M12 [Adolescent Health],Boys registered in AFHC,127386,126663
M12 [Adolescent Health],"Out of registered, Girls received clinical services",69367,68157
M12 [Adolescent Health],"Out of registered, Boys received clinical services",62546,61821
M12 [Adolescent Health],"Out of registered, Girls received counselling",105991,105169
M12 [Adolescent Health],"Out of registered, Boys received counselling",97826,97375
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,30638,30098
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,13121,12766
M14 [Patient Services],Outpatient - Diabetes,1578659,1278990
M14 [Patient Services],Outpatient - Hypertension,1595635,1344846
M14 [Patient Services],Outpatient - Stroke (Paralysis),41411,16846
M14 [Patient Services],Outpatient - Acute Heart Diseases,73448,22295
M14 [Patient Services],Outpatient - Mental illness,77656,70214
M14 [Patient Services],Outpatient - Epilepsy,19212,10555
M14 [Patient Services],Outpatient - Ophthalmic Related,507621,326473
M14 [Patient Services],Outpatient - Dental,326155,299522
M14 [Patient Services],Outpatient - Oncology,45462,11160
M14 [Patient Services],Allopathic- Outpatient attendance,32880204,27231811
M14 [Patient Services],Ayush - Outpatient attendance,632271,606334
M14 [Patient Services],Inpatient (Male) - Children < 18 years,133736,95687
M14 [Patient Services],Inpatient (Male)- Adults,605640,471072
M14 [Patient Services],Inpatient (Female) - Children < 18 years,116502,87934
M14 [Patient Services],Inpatient (Female)- Adults,764361,596134
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,27641,23071
M14 [Patient Services],Inpatient - Malaria,3875,934
M14 [Patient Services],Inpatient - Dengue,5408,1618
M14 [Patient Services],Inpatient - Typhoid,11371,4143
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",82598,69669
M14 [Patient Services],Inpatient - Tuberculosis,4831,3811
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),39099,31079
M14 [Patient Services],Inpatient - Diarrhea with dehydration,53375,46203
M14 [Patient Services],Inpatient - Hepatitis,3612,1497
M14 [Patient Services],Patients registered at Emergency Department,827418,787134
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",85023,72106
M14 [Patient Services],Emergency - Burn,2071,1505
M14 [Patient Services],Emergency - Obstetrics complications,12157,10209
M14 [Patient Services],Emergency - Snake Bite,11489,10781
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,10393,4475
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),9324,5099
M14 [Patient Services],Number of deaths occurring at Emergency Department,7069,6403
M14 [Patient Services],Operation major (General and spinal anaesthesia),81193,38456
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",17258,5931
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",16147,16147
M14 [Patient Services],Operation minor (No or local anaesthesia),354454,335758
M14 [Patient Services],Number of post operative Surgical Site infection,136,136
M14 [Patient Services],Number of blood units issued,37573,29054
M14 [Patient Services],Number of blood transfusions done,37360,27813
M14 [Patient Services],Inpatient Deaths - Male,23177,18498
M14 [Patient Services],Inpatient Deaths - Female,15171,12677
M14 [Patient Services],In-Patient Head Count at midnight,2892905,2745644
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),20335,17488
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,9512,7717
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,7413,5976
M14 [Patient Services],Outborn – Male,5606,3632
M14 [Patient Services],Outborn - Female,4415,2788
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,1228,1020
M14 [Patient Services],Number of deaths occurring at SNCU,1368,1307
M14 [Patient Services],Number of children admitted in NRC,910,885
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,596,557
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,1697,1670
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,258731,258731
M14 [Patient Services],Stock out rate of essential Drugs,1102,1102
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),8891,8891
M14 [Patient Services],Total number of blood units issued in month,33423,33423
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),5324,5324
M15 [Laboratory Testing],Number of Lab Tests done,15087064,12000363
M15 [Laboratory Testing],Number of Hb tests conducted,2555267,1851793
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",120304,65136
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),193782,123751
M15 [Laboratory Testing],Male HIV - Number Positive,3631,2522
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),171834,120826
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,2814,1964
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),320068,249698
M15 [Laboratory Testing],"Out of the above, number screened positive",906,649
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",3933,3711
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,24660,18102
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,1874,1585
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,23362,16496
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,1123,976
M15 [Laboratory Testing],Widal tests - Number Tested,206572,110701
M15 [Laboratory Testing],Widal tests - Number Positive,47533,10258
M15 [Laboratory Testing],Radiology - X-ray,607130,346797
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),253515,173167
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,606,580
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,301,288
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,434,418
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,978,941
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,95,86
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,2,1
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,25,24
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,384,373
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,37,35
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,5,5
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,29,22
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,1,1
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,181,177
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,31,29
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,48,44
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,2,2
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,1,1
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,45,44
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),235,219
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,249,238
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,81,78
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,368,366
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),8799,7280
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,837,794
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,378,314
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,10426,9955
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,1172,1130
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,2615,2478
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,1121,1065
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,1179,1157
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,120,117
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,5491,5407
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,10084,9833
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,123650,122263
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,1,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,-120560,nan
M17 [Vaccines],Vaccine - DPT,617800,nan
M17 [Vaccines],Vaccine - DPT,131500,nan
M17 [Vaccines],Vaccine - DPT,717900,nan
M17 [Vaccines],Vaccine - DPT,-308840,nan
M17 [Vaccines],Vaccine - Pentavalent,-130100,nan
M17 [Vaccines],Vaccine - Pentavalent,727340,nan
M17 [Vaccines],Vaccine - Pentavalent,132800,nan
M17 [Vaccines],Vaccine - Pentavalent,763040,nan
M17 [Vaccines],Vaccine - Pentavalent,-298600,nan
M17 [Vaccines],Vaccine - OPV,-651896,nan
M17 [Vaccines],Vaccine - OPV,1114110,nan
M17 [Vaccines],Vaccine - OPV,106260,nan
M17 [Vaccines],Vaccine - OPV,1393154,nan
M17 [Vaccines],Vaccine - OPV,-1037200,nan
M17 [Vaccines],Vaccine - TT,683402,nan
M17 [Vaccines],Vaccine - TT,355920,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,530654,nan
M17 [Vaccines],Vaccine - TT,457988,nan
M17 [Vaccines],Vaccine - DT,-591890,nan
M17 [Vaccines],Vaccine - DT,460950,nan
M17 [Vaccines],Vaccine - DT,254790,nan
M17 [Vaccines],Vaccine - DT,404080,nan
M17 [Vaccines],Vaccine - DT,-789810,nan
M17 [Vaccines],Vaccine - BCG,370300,nan
M17 [Vaccines],Vaccine - BCG,744460,nan
M17 [Vaccines],Vaccine - BCG,81620,nan
M17 [Vaccines],Vaccine - BCG,752120,nan
M17 [Vaccines],Vaccine - BCG,281020,nan
M17 [Vaccines],Vaccine - Measles,30000,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,10000,nan
M17 [Vaccines],Vaccine - Measles,20000,nan
M17 [Vaccines],Vaccine - JE,-1408105,nan
M17 [Vaccines],Vaccine - JE,240500,nan
M17 [Vaccines],Vaccine - JE,47725,nan
M17 [Vaccines],Vaccine - JE,280600,nan
M17 [Vaccines],Vaccine - JE,-1495930,nan
M17 [Vaccines],Vaccine - Hepatitis B,-641860,nan
M17 [Vaccines],Vaccine - Hepatitis B,225900,nan
M17 [Vaccines],Vaccine - Hepatitis B,102250,nan
M17 [Vaccines],Vaccine - Hepatitis B,222780,nan
M17 [Vaccines],Vaccine - Hepatitis B,-740990,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,90690,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,3230,nan
M17 [Vaccines],Vaccine - Vitamin K,87460,nan
M17 [Vaccines],Rotavirus,-1216575,nan
M17 [Vaccines],Rotavirus,1017170,nan
M17 [Vaccines],Rotavirus,205190,nan
M17 [Vaccines],Rotavirus,1035210,nan
M17 [Vaccines],Rotavirus,-1439805,nan
M17 [Vaccines],Inactivated Polio Vaccine,-582185,nan
M17 [Vaccines],Inactivated Polio Vaccine,717000,nan
M17 [Vaccines],Inactivated Polio Vaccine,65550,nan
M17 [Vaccines],Inactivated Polio Vaccine,784135,nan
M17 [Vaccines],Inactivated Polio Vaccine,-714870,nan
M17 [Vaccines],Measles Rubella(MR),-1011555,nan
