module,items,urban,rural
M9 [CHILD IMMUNISATION],Immunisation sessions planned,375569,375569
M9 [CHILD IMMUNISATION],Immunisation sessions held,359797,359797
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,330199,330199
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,482665,468812
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,445524,443469
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,541683,540005
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),5394720,5394720
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,1056344,1056344
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),23175,23175
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,1435,1435
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,1541,1541
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,617,617
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),172,172
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),23,19
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,32,32
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,326,326
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,14901,14901
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,2528,2528
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,2711,2711
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),735,735
M11 [NVBDCP],Total Blood Smears Examined for Malaria,1352267,1352267
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,2931,2931
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,927,927
M11 [NVBDCP],RDT conducted for Malaria,363743,363743
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,719,719
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,530,530
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,665,665
M11 [NVBDCP],Kala Azar Positive Cases,8,8
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,2,2
M11 [NVBDCP],Dengue - RDT Test Positive,554,554
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,275,275
M11 [NVBDCP],Tests Conducted for JE,3,3
M11 [NVBDCP],Tests Positive for JE,0,0
M12 [Adolescent Health],Girls registered in AFHC,36598,36598
M12 [Adolescent Health],Boys registered in AFHC,27568,27568
M12 [Adolescent Health],"Out of registered, Girls received clinical services",23874,23874
M12 [Adolescent Health],"Out of registered, Boys received clinical services",19971,19971
M12 [Adolescent Health],"Out of registered, Girls received counselling",27362,27362
M12 [Adolescent Health],"Out of registered, Boys received counselling",22547,22547
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,36180,35558
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,23463,22431
M14 [Patient Services],Outpatient - Diabetes,1569518,1569518
M14 [Patient Services],Outpatient - Hypertension,1642931,1642931
M14 [Patient Services],Outpatient - Stroke (Paralysis),16365,16365
M14 [Patient Services],Outpatient - Acute Heart Diseases,24759,24759
M14 [Patient Services],Outpatient - Mental illness,89575,89575
M14 [Patient Services],Outpatient - Epilepsy,19550,19550
M14 [Patient Services],Outpatient - Ophthalmic Related,225903,225903
M14 [Patient Services],Outpatient - Dental,267643,267643
M14 [Patient Services],Outpatient - Oncology,9722,9722
M14 [Patient Services],Allopathic- Outpatient attendance,33276800,33259277
M14 [Patient Services],Ayush - Outpatient attendance,758246,758246
M14 [Patient Services],Inpatient (Male) - Children < 18 years,124324,124324
M14 [Patient Services],Inpatient (Male)- Adults,471485,471485
M14 [Patient Services],Inpatient (Female) - Children < 18 years,112069,112069
M14 [Patient Services],Inpatient (Female)- Adults,661068,661068
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,28478,28478
M14 [Patient Services],Inpatient - Malaria,1116,1116
M14 [Patient Services],Inpatient - Dengue,534,534
M14 [Patient Services],Inpatient - Typhoid,3772,3772
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",62804,62804
M14 [Patient Services],Inpatient - Tuberculosis,5969,5969
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),28499,28499
M14 [Patient Services],Inpatient - Diarrhea with dehydration,45912,45912
M14 [Patient Services],Inpatient - Hepatitis,3661,3661
M14 [Patient Services],Patients registered at Emergency Department,1085381,1085381
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",82449,82449
M14 [Patient Services],Emergency - Burn,2180,2180
M14 [Patient Services],Emergency - Obstetrics complications,21095,21095
M14 [Patient Services],Emergency - Snake Bite,14371,14371
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,6902,6902
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),8558,8558
M14 [Patient Services],Number of deaths occurring at Emergency Department,11976,11976
M14 [Patient Services],Operation major (General and spinal anaesthesia),45983,45983
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",9094,9094
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",13766,13766
M14 [Patient Services],Operation minor (No or local anaesthesia),406787,406787
M14 [Patient Services],Number of post operative Surgical Site infection,407,407
M14 [Patient Services],Number of blood units issued,39264,39264
M14 [Patient Services],Number of blood transfusions done,35189,35189
M14 [Patient Services],Inpatient Deaths - Male,18431,18431
M14 [Patient Services],Inpatient Deaths - Female,13427,13427
M14 [Patient Services],In-Patient Head Count at midnight,3243881,3243881
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),23007,23007
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,11327,11327
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,8879,8879
M14 [Patient Services],Outborn – Male,5781,5781
M14 [Patient Services],Outborn - Female,4193,4193
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,755,755
M14 [Patient Services],Number of deaths occurring at SNCU,2246,2246
M14 [Patient Services],Number of children admitted in NRC,511,511
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,295,295
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,3301,3301
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,343314,343314
M14 [Patient Services],Stock out rate of essential Drugs,1637,1637
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),14184,14184
M14 [Patient Services],Total number of blood units issued in month,160367,160367
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),8576,8576
M15 [Laboratory Testing],Number of Lab Tests done,10772925,10769313
M15 [Laboratory Testing],Number of Hb tests conducted,2072847,2069235
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",70559,70559
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),90920,90920
M15 [Laboratory Testing],Male HIV - Number Positive,2568,2568
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),82768,82768
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,1879,1879
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),242999,242999
M15 [Laboratory Testing],"Out of the above, number screened positive",1157,1157
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",1191,1191
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,12744,12744
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,740,740
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,12473,12473
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,112,112
M15 [Laboratory Testing],Widal tests - Number Tested,89996,89996
M15 [Laboratory Testing],Widal tests - Number Positive,10365,10365
M15 [Laboratory Testing],Radiology - X-ray,413166,413166
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),213279,213279
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,1066,1041
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,487,484
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,740,733
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,1778,1742
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,171,171
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,6,6
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,41,41
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,782,745
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,55,55
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,2,2
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,60,60
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,382,377
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,46,46
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,9,9
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,4,4
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,2,2
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,41,41
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),225,198
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,138,126
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,126,126
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,772,772
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),5566,5566
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,343,343
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,615,615
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,13641,13641
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,2019,2019
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,4060,4060
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,1814,1814
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,1727,1727
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,209,209
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,3814,3814
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,13714,13713
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,134298,133148
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,28,28
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,77,77
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),2,2
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,1031520,nan
M17 [Vaccines],Vaccine - DPT,1068090,nan
M17 [Vaccines],Vaccine - DPT,336290,nan
M17 [Vaccines],Vaccine - DPT,1098350,nan
M17 [Vaccines],Vaccine - DPT,664970,nan
M17 [Vaccines],Vaccine - Pentavalent,1722750,nan
M17 [Vaccines],Vaccine - Pentavalent,1472580,nan
M17 [Vaccines],Vaccine - Pentavalent,369570,nan
M17 [Vaccines],Vaccine - Pentavalent,1520515,nan
M17 [Vaccines],Vaccine - Pentavalent,1305245,nan
M17 [Vaccines],Vaccine - OPV,2823620,nan
M17 [Vaccines],Vaccine - OPV,2650900,nan
M17 [Vaccines],Vaccine - OPV,582920,nan
M17 [Vaccines],Vaccine - OPV,2954750,nan
M17 [Vaccines],Vaccine - OPV,1936850,nan
M17 [Vaccines],Vaccine - TT,678640,nan
M17 [Vaccines],Vaccine - TT,620130,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,588270,nan
M17 [Vaccines],Vaccine - TT,710500,nan
M17 [Vaccines],Vaccine - DT,-145620,nan
M17 [Vaccines],Vaccine - DT,450310,nan
M17 [Vaccines],Vaccine - DT,317060,nan
M17 [Vaccines],Vaccine - DT,494690,nan
M17 [Vaccines],Vaccine - DT,-507060,nan
M17 [Vaccines],Vaccine - BCG,1771860,nan
M17 [Vaccines],Vaccine - BCG,1210810,nan
M17 [Vaccines],Vaccine - BCG,271290,nan
M17 [Vaccines],Vaccine - BCG,1252160,nan
M17 [Vaccines],Vaccine - BCG,1459220,nan
M17 [Vaccines],Vaccine - Measles,56170,nan
M17 [Vaccines],Vaccine - Measles,30000,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,23480,nan
M17 [Vaccines],Vaccine - Measles,62690,nan
M17 [Vaccines],Vaccine - JE,-67950,nan
M17 [Vaccines],Vaccine - JE,488260,nan
M17 [Vaccines],Vaccine - JE,191615,nan
M17 [Vaccines],Vaccine - JE,441935,nan
M17 [Vaccines],Vaccine - JE,-213240,nan
M17 [Vaccines],Vaccine - Hepatitis B,817640,nan
M17 [Vaccines],Vaccine - Hepatitis B,268190,nan
M17 [Vaccines],Vaccine - Hepatitis B,190610,nan
M17 [Vaccines],Vaccine - Hepatitis B,336400,nan
M17 [Vaccines],Vaccine - Hepatitis B,558820,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,87410,nan
M17 [Vaccines],Vaccine - Vitamin K,40180,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,20750,nan
M17 [Vaccines],Vaccine - Vitamin K,106840,nan
M17 [Vaccines],Rotavirus,160840,nan
M17 [Vaccines],Rotavirus,1765170,nan
M17 [Vaccines],Rotavirus,457860,nan
M17 [Vaccines],Rotavirus,1765705,nan
M17 [Vaccines],Rotavirus,-297555,nan
M17 [Vaccines],Inactivated Polio Vaccine,959625,nan
M17 [Vaccines],Inactivated Polio Vaccine,1500250,nan
M17 [Vaccines],Inactivated Polio Vaccine,429575,nan
M17 [Vaccines],Inactivated Polio Vaccine,1532375,nan
M17 [Vaccines],Inactivated Polio Vaccine,497925,nan
M17 [Vaccines],Measles Rubella(MR),1836385,nan
