module,items,urban,rural
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,388041,385920
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,630251,625224
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,4780,4656
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,207849,206836
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,329417,326070
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,302488,299787
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),43,43
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,19587,18517
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,1013,944
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,6236,6117
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),574723,571174
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),4252,4125
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,577660,574962
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,587725,585230
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",3902,3379
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,179277,178452
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,2323,672
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),629518,627716
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,664742,663664
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,624865,624245
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,2,2
M9 [CHILD IMMUNISATION],Immunisation sessions planned,525662,524590
M9 [CHILD IMMUNISATION],Immunisation sessions held,524083,523247
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,479799,479702
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,618537,616497
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,479411,478203
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,577058,576054
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),24258121,24257170
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,2825427,2822043
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),94441,93975
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,10719,4483
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,6918,2892
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,1884,564
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,3,3
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),193,193
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,5,5
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,1215,615
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,22668,14927
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,8790,5643
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,11923,7564
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),2149,1919
M11 [NVBDCP],Total Blood Smears Examined for Malaria,4244787,4187741
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,7094,6260
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2220,1804
M11 [NVBDCP],RDT conducted for Malaria,1592716,1526038
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,2154,1248
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,1462,995
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,1380,1298
M11 [NVBDCP],Kala Azar Positive Cases,6,1
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,52,48
M11 [NVBDCP],Dengue - RDT Test Positive,15918,7659
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,6842,6522
M11 [NVBDCP],Tests Conducted for JE,65,65
M11 [NVBDCP],Tests Positive for JE,2,2
M12 [Adolescent Health],Girls registered in AFHC,522538,520535
M12 [Adolescent Health],Boys registered in AFHC,471415,470180
M12 [Adolescent Health],"Out of registered, Girls received clinical services",290610,289151
M12 [Adolescent Health],"Out of registered, Boys received clinical services",263948,262897
M12 [Adolescent Health],"Out of registered, Girls received counselling",358879,358219
M12 [Adolescent Health],"Out of registered, Boys received counselling",329226,328957
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,81506,80916
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,30062,29895
M14 [Patient Services],Outpatient - Diabetes,4232041,3623930
M14 [Patient Services],Outpatient - Hypertension,4313105,3830907
M14 [Patient Services],Outpatient - Stroke (Paralysis),64483,36419
M14 [Patient Services],Outpatient - Acute Heart Diseases,130738,61694
M14 [Patient Services],Outpatient - Mental illness,226394,187027
M14 [Patient Services],Outpatient - Epilepsy,53639,37610
M14 [Patient Services],Outpatient - Ophthalmic Related,1588183,1153683
M14 [Patient Services],Outpatient - Dental,1020054,961669
M14 [Patient Services],Outpatient - Oncology,81379,23223
M14 [Patient Services],Allopathic- Outpatient attendance,80326942,69150532
M14 [Patient Services],Ayush - Outpatient attendance,1899853,1709101
M14 [Patient Services],Inpatient (Male) - Children < 18 years,325300,250273
M14 [Patient Services],Inpatient (Male)- Adults,1470342,1206012
M14 [Patient Services],Inpatient (Female) - Children < 18 years,282687,225154
M14 [Patient Services],Inpatient (Female)- Adults,1932463,1580021
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,64838,59279
M14 [Patient Services],Inpatient - Malaria,9965,2462
M14 [Patient Services],Inpatient - Dengue,19346,10360
M14 [Patient Services],Inpatient - Typhoid,34416,25541
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",127917,114791
M14 [Patient Services],Inpatient - Tuberculosis,11657,9682
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),110361,100207
M14 [Patient Services],Inpatient - Diarrhea with dehydration,172846,160976
M14 [Patient Services],Inpatient - Hepatitis,7546,3338
M14 [Patient Services],Patients registered at Emergency Department,1849804,1751051
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",176407,161410
M14 [Patient Services],Emergency - Burn,4381,3836
M14 [Patient Services],Emergency - Obstetrics complications,14869,12819
M14 [Patient Services],Emergency - Snake Bite,25190,24479
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,25030,16844
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),19518,14641
M14 [Patient Services],Number of deaths occurring at Emergency Department,10879,9447
M14 [Patient Services],Operation major (General and spinal anaesthesia),222001,122840
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",34757,15956
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",47696,47696
M14 [Patient Services],Operation minor (No or local anaesthesia),1077430,1019198
M14 [Patient Services],Number of post operative Surgical Site infection,537,537
M14 [Patient Services],Number of blood units issued,109254,94251
M14 [Patient Services],Number of blood transfusions done,103908,87591
M14 [Patient Services],Inpatient Deaths - Male,27745,24534
M14 [Patient Services],Inpatient Deaths - Female,17961,16053
M14 [Patient Services],In-Patient Head Count at midnight,6815800,6475815
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),43268,41280
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,23113,18992
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,18632,14969
M14 [Patient Services],Outborn – Male,11173,8952
M14 [Patient Services],Outborn - Female,8848,6996
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,4577,4441
M14 [Patient Services],Number of deaths occurring at SNCU,3338,3327
M14 [Patient Services],Number of children admitted in NRC,8269,8261
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,3369,3358
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,5994,5993
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,478537,478537
M14 [Patient Services],Stock out rate of essential Drugs,2483,2483
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),25794,25794
M14 [Patient Services],Total number of blood units issued in month,116058,116058
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),11107,11107
M15 [Laboratory Testing],Number of Lab Tests done,42545379,37305180
M15 [Laboratory Testing],Number of Hb tests conducted,8451130,7141388
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",261786,184324
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),575920,432688
M15 [Laboratory Testing],Male HIV - Number Positive,7892,6341
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),520042,432807
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,5670,4855
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),695237,598070
M15 [Laboratory Testing],"Out of the above, number screened positive",2015,1682
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",425,416
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,76770,68187
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,4242,4154
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,88049,81038
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,970,899
M15 [Laboratory Testing],Widal tests - Number Tested,709881,551335
M15 [Laboratory Testing],Widal tests - Number Positive,125172,80750
M15 [Laboratory Testing],Radiology - X-ray,2322211,1348393
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),873278,689842
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,1288,1214
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,893,862
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,965,939
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,1965,1886
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,298,288
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,30,30
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,109,104
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,17,3
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,966,940
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,154,149
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,17,17
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,68,63
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,2,2
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,454,437
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,46,42
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,11,11
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,3,3
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,1,1
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,70,68
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),184,162
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,248,224
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,148,110
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,1077,1037
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),2952,2593
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,631,514
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,740,625
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,12977,12092
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,2026,1883
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,4184,3874
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,2704,2613
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,1978,1905
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,306,292
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,5882,5525
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,13614,13075
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,144833,143183
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,39,36
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,56,54
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,16,1
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),9,9
M17 [Vaccines],Vaccine - DPT,401950,nan
M17 [Vaccines],Vaccine - DPT,1091150,nan
M17 [Vaccines],Vaccine - DPT,143380,nan
M17 [Vaccines],Vaccine - DPT,1173920,nan
M17 [Vaccines],Vaccine - DPT,152840,nan
M17 [Vaccines],Vaccine - Pentavalent,924131,nan
M17 [Vaccines],Vaccine - Pentavalent,1520170,nan
M17 [Vaccines],Vaccine - Pentavalent,102240,nan
M17 [Vaccines],Vaccine - Pentavalent,1529280,nan
M17 [Vaccines],Vaccine - Pentavalent,812781,nan
M17 [Vaccines],Vaccine - OPV,1652120,nan
M17 [Vaccines],Vaccine - OPV,2766360,nan
M17 [Vaccines],Vaccine - OPV,128680,nan
M17 [Vaccines],Vaccine - OPV,2828420,nan
M17 [Vaccines],Vaccine - OPV,1482340,nan
M17 [Vaccines],Vaccine - TT,667870,nan
M17 [Vaccines],Vaccine - TT,619760,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,722060,nan
M17 [Vaccines],Vaccine - TT,565570,nan
M17 [Vaccines],Vaccine - DT,-835290,nan
M17 [Vaccines],Vaccine - DT,595000,nan
M17 [Vaccines],Vaccine - DT,50900,nan
M17 [Vaccines],Vaccine - DT,677100,nan
M17 [Vaccines],Vaccine - DT,-968290,nan
M17 [Vaccines],Vaccine - BCG,497010,nan
M17 [Vaccines],Vaccine - BCG,1062780,nan
M17 [Vaccines],Vaccine - BCG,113660,nan
M17 [Vaccines],Vaccine - BCG,1084650,nan
M17 [Vaccines],Vaccine - BCG,361480,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - JE,-863870,nan
M17 [Vaccines],Vaccine - JE,333940,nan
M17 [Vaccines],Vaccine - JE,83325,nan
M17 [Vaccines],Vaccine - JE,330660,nan
M17 [Vaccines],Vaccine - JE,-943915,nan
M17 [Vaccines],Vaccine - Hepatitis B,-216550,nan
M17 [Vaccines],Vaccine - Hepatitis B,316610,nan
M17 [Vaccines],Vaccine - Hepatitis B,45920,nan
M17 [Vaccines],Vaccine - Hepatitis B,368900,nan
M17 [Vaccines],Vaccine - Hepatitis B,-314760,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,372080,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,110500,nan
M17 [Vaccines],Vaccine - Vitamin K,261580,nan
M17 [Vaccines],Rotavirus,-875692,nan
M17 [Vaccines],Rotavirus,1272795,nan
M17 [Vaccines],Rotavirus,131740,nan
M17 [Vaccines],Rotavirus,1313025,nan
M17 [Vaccines],Rotavirus,-1047662,nan
M17 [Vaccines],Inactivated Polio Vaccine,142980,nan
M17 [Vaccines],Inactivated Polio Vaccine,1740900,nan
M17 [Vaccines],Inactivated Polio Vaccine,143720,nan
M17 [Vaccines],Inactivated Polio Vaccine,1760875,nan
M17 [Vaccines],Inactivated Polio Vaccine,-20715,nan
