module,items,urban,rural
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,58,58
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),272,240
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,161,146
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,159,159
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,945,945
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),6577,6577
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,425,425
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,772,772
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,17131,17129
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,2477,2476
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,5217,5216
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,2319,2319
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,2170,2170
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,234,234
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,4800,4800
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,17448,17445
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,170045,168704
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,31,31
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,104,104
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),2,2
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,1001610,nan
M17 [Vaccines],Vaccine - DPT,1521990,nan
M17 [Vaccines],Vaccine - DPT,465300,nan
M17 [Vaccines],Vaccine - DPT,1449620,nan
M17 [Vaccines],Vaccine - DPT,608680,nan
M17 [Vaccines],Vaccine - Pentavalent,1699845,nan
M17 [Vaccines],Vaccine - Pentavalent,2013580,nan
M17 [Vaccines],Vaccine - Pentavalent,511970,nan
M17 [Vaccines],Vaccine - Pentavalent,1976190,nan
M17 [Vaccines],Vaccine - Pentavalent,1225265,nan
M17 [Vaccines],Vaccine - OPV,3344010,nan
M17 [Vaccines],Vaccine - OPV,4119900,nan
M17 [Vaccines],Vaccine - OPV,773120,nan
M17 [Vaccines],Vaccine - OPV,4415940,nan
M17 [Vaccines],Vaccine - OPV,2274850,nan
M17 [Vaccines],Vaccine - TT,869354,nan
M17 [Vaccines],Vaccine - TT,804930,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,735016,nan
M17 [Vaccines],Vaccine - TT,939268,nan
M17 [Vaccines],Vaccine - DT,-469050,nan
M17 [Vaccines],Vaccine - DT,651730,nan
M17 [Vaccines],Vaccine - DT,469230,nan
M17 [Vaccines],Vaccine - DT,640240,nan
M17 [Vaccines],Vaccine - DT,-926790,nan
M17 [Vaccines],Vaccine - BCG,1878080,nan
M17 [Vaccines],Vaccine - BCG,1700810,nan
M17 [Vaccines],Vaccine - BCG,387860,nan
M17 [Vaccines],Vaccine - BCG,1656030,nan
M17 [Vaccines],Vaccine - BCG,1535000,nan
M17 [Vaccines],Vaccine - Measles,83750,nan
M17 [Vaccines],Vaccine - Measles,44540,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,23480,nan
M17 [Vaccines],Vaccine - Measles,104810,nan
M17 [Vaccines],Vaccine - JE,-261415,nan
M17 [Vaccines],Vaccine - JE,658260,nan
M17 [Vaccines],Vaccine - JE,259015,nan
M17 [Vaccines],Vaccine - JE,569940,nan
M17 [Vaccines],Vaccine - JE,-432110,nan
M17 [Vaccines],Vaccine - Hepatitis B,729910,nan
M17 [Vaccines],Vaccine - Hepatitis B,354710,nan
M17 [Vaccines],Vaccine - Hepatitis B,239680,nan
M17 [Vaccines],Vaccine - Hepatitis B,422150,nan
M17 [Vaccines],Vaccine - Hepatitis B,422790,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,126270,nan
M17 [Vaccines],Vaccine - Vitamin K,40180,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,20750,nan
M17 [Vaccines],Vaccine - Vitamin K,145700,nan
M17 [Vaccines],Rotavirus,-167490,nan
M17 [Vaccines],Rotavirus,2517170,nan
M17 [Vaccines],Rotavirus,645805,nan
M17 [Vaccines],Rotavirus,2255675,nan
M17 [Vaccines],Rotavirus,-551800,nan
M17 [Vaccines],Inactivated Polio Vaccine,703625,nan
M17 [Vaccines],Inactivated Polio Vaccine,2117750,nan
M17 [Vaccines],Inactivated Polio Vaccine,576725,nan
M17 [Vaccines],Inactivated Polio Vaccine,2000625,nan
M17 [Vaccines],Inactivated Polio Vaccine,244025,nan
M17 [Vaccines],Measles Rubella(MR),1885740,nan
