module,items,urban,rural
M4 [Pregnancy outcome & details of new-born],Number of newborns having weight less than 2.5 kg,27698,25169
M4 [Pregnancy outcome & details of new-born],Number of Newborns breast fed within 1 hour of birth ,638586,278335
M5 [Complicated Pregnancies],"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",31585,31585
M5 [Complicated Pregnancies],Number of Complicated pregnancies treated with Blood Transfusion,16489,16488
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkups within 48 hours of home delivery,6462,6462
M6 [Post Natal Care (PNC)],Women receiving 1st post partum checkup between 48 hours and 14 days,548557,503229
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 180 IFA tablets after delivery,465925,448196
M6 [Post Natal Care (PNC)],Number of mothers provided full course of 360 Calcium tablets after delivery,383760,366031
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Male,43296,43035
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],New RTI/STI cases identified - Female,69748,69416
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated - Male,40254,39993
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],RTI/STI for which treatment initiated -Female,64568,64236
M8 [Family Planning],Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,494,451
M8 [Family Planning],Number of Laparoscopic sterilizations (excluding post abortion) conducted,1106,816
M8 [Family Planning],Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,43547,20974
M8 [Family Planning],Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,61378,33548
M8 [Family Planning],Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,312,299
M8 [Family Planning],Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),72177,35643
M8 [Family Planning],Number of Postpartum (within 48 hours of delivery) IUCD insertions,3012,2757
M8 [Family Planning],Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,275,265
M8 [Family Planning],Number of IUCD Removals,5380,5380
M8 [Family Planning],Number of complications following IUCD Insertion,905,905
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,491,491
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,212,212
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,232,232
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,994,994
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,2026571,2026571
M8 [Family Planning],Number of Condom pieces distributed,18937843,18937843
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,102649,102649
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,19653,19653
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,501677,501677
M8 [Family Planning],Complications following male sterilization,1,1
M8 [Family Planning],Complications following female sterilization,2,2
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),567266,279478
M9 [CHILD IMMUNISATION],Child immunisation - BCG,675987,508802
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,2905,2905
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,2429,2429
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,1721,1721
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,696036,687943
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,697956,689234
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,719744,704070
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),633171,402907
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,695822,687085
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,696474,687476
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,715932,701048
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B0 (Birth Dose),608087,308287
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B1,3497,3497
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B2,3078,3078
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B3,6620,3120
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),692461,684121
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),708519,700252
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 1,690538,680824
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 2,690851,680481
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,703220,695243
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,0,0
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,703050,680708
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,12838,12838
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,229053,227857
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,368386,355575
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,337376,326451
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),nan,nan
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,36276,36276
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,4242,4242
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,13752,13752
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),648585,647301
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),14484,14484
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,653128,651779
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,651477,650115
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",3594,3594
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,198190,197817
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,587,587
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),686988,675870
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,622033,614959
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,596805,589181
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,27,27
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,216,216
M9 [CHILD IMMUNISATION],Immunisation sessions planned,570116,570116
M9 [CHILD IMMUNISATION],Immunisation sessions held,552561,552561
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,506571,506571
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,702630,688709
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,586120,583999
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,721548,719797
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),8964317,8964317
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,1727696,1727696
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),39226,39226
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,2732,2732
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,2990,2990
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,1339,1339
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),281,281
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),42,32
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,40,40
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,553,553
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,24132,24132
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,5212,5212
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,5672,5672
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),1176,1176
M11 [NVBDCP],Total Blood Smears Examined for Malaria,2546048,2546048
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,7119,7119
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2955,2955
M11 [NVBDCP],RDT conducted for Malaria,696105,696105
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,1663,1663
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,830,830
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,782,782
M11 [NVBDCP],Kala Azar Positive Cases,17,17
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,18,18
M11 [NVBDCP],Dengue - RDT Test Positive,1379,1379
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,990,990
M11 [NVBDCP],Tests Conducted for JE,3,3
M11 [NVBDCP],Tests Positive for JE,0,0
M12 [Adolescent Health],Girls registered in AFHC,76624,76624
M12 [Adolescent Health],Boys registered in AFHC,60944,60944
M12 [Adolescent Health],"Out of registered, Girls received clinical services",48762,48762
M12 [Adolescent Health],"Out of registered, Boys received clinical services",42232,42232
M12 [Adolescent Health],"Out of registered, Girls received counselling",55775,55775
M12 [Adolescent Health],"Out of registered, Boys received counselling",47841,47841
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,64418,63292
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,37740,36085
M14 [Patient Services],Outpatient - Diabetes,2581708,2581708
M14 [Patient Services],Outpatient - Hypertension,2716910,2716910
M14 [Patient Services],Outpatient - Stroke (Paralysis),27971,27971
M14 [Patient Services],Outpatient - Acute Heart Diseases,45063,45063
M14 [Patient Services],Outpatient - Mental illness,166413,166413
M14 [Patient Services],Outpatient - Epilepsy,30640,30640
M14 [Patient Services],Outpatient - Ophthalmic Related,536428,536428
M14 [Patient Services],Outpatient - Dental,518213,518213
M14 [Patient Services],Outpatient - Oncology,21846,21846
M14 [Patient Services],Allopathic- Outpatient attendance,54789658,54763348
M14 [Patient Services],Ayush - Outpatient attendance,1323119,1323119
M14 [Patient Services],Inpatient (Male) - Children < 18 years,200403,200403
M14 [Patient Services],Inpatient (Male)- Adults,796031,796031
M14 [Patient Services],Inpatient (Female) - Children < 18 years,184008,184008
M14 [Patient Services],Inpatient (Female)- Adults,1117124,1117124
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,48330,48330
M14 [Patient Services],Inpatient - Malaria,2129,2129
M14 [Patient Services],Inpatient - Dengue,1446,1446
M14 [Patient Services],Inpatient - Typhoid,7440,7440
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",95273,95273
M14 [Patient Services],Inpatient - Tuberculosis,10166,10166
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),49449,49449
M14 [Patient Services],Inpatient - Diarrhea with dehydration,88733,88733
M14 [Patient Services],Inpatient - Hepatitis,5160,5160
M14 [Patient Services],Patients registered at Emergency Department,1673258,1673258
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",139534,139534
M14 [Patient Services],Emergency - Burn,3777,3777
M14 [Patient Services],Emergency - Obstetrics complications,31702,31702
M14 [Patient Services],Emergency - Snake Bite,19486,19486
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,11803,11803
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),13204,13204
M14 [Patient Services],Number of deaths occurring at Emergency Department,14955,14955
M14 [Patient Services],Operation major (General and spinal anaesthesia),85421,85421
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",17013,17013
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",32737,32737
M14 [Patient Services],Operation minor (No or local anaesthesia),719177,719177
M14 [Patient Services],Number of post operative Surgical Site infection,833,833
M14 [Patient Services],Number of blood units issued,77357,77357
M14 [Patient Services],Number of blood transfusions done,69243,69243
M14 [Patient Services],Inpatient Deaths - Male,27082,27082
M14 [Patient Services],Inpatient Deaths - Female,19090,19090
M14 [Patient Services],In-Patient Head Count at midnight,5311558,5311558
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),35995,35995
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,16615,16615
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,12995,12995
M14 [Patient Services],Outborn – Male,8453,8453
M14 [Patient Services],Outborn - Female,6290,6290
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,1351,1351
M14 [Patient Services],Number of deaths occurring at SNCU,2995,2995
M14 [Patient Services],Number of children admitted in NRC,1307,1307
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,748,748
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,4658,4658
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,530199,530199
M14 [Patient Services],Stock out rate of essential Drugs,2445,2445
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),24118,24118
M14 [Patient Services],Total number of blood units issued in month,219180,219180
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),12397,12397
M15 [Laboratory Testing],Number of Lab Tests done,20584351,20580739
M15 [Laboratory Testing],Number of Hb tests conducted,4333591,4329979
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",123939,123939
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),213400,213400
M15 [Laboratory Testing],Male HIV - Number Positive,4910,4910
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),208604,208604
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,4034,4034
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),453041,453041
M15 [Laboratory Testing],"Out of the above, number screened positive",2034,2034
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",3152,3152
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,29443,29443
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,2136,2136
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,27844,27844
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,933,933
M15 [Laboratory Testing],Widal tests - Number Tested,181438,181438
M15 [Laboratory Testing],Widal tests - Number Positive,19437,19437
M15 [Laboratory Testing],Radiology - X-ray,778043,778043
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),392376,392376
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,1506,1472
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,742,737
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,1042,1031
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,2599,2532
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,298,296
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,21,21
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,90,90
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,1159,1102
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,72,72
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,4,4
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,69,69
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,567,557
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,58,58
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,18,18
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,23,23
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,2,2
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,69,69
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),312,274
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,185,167
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,183,183
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,1103,1103
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),7334,7334
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,479,479
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,910,910
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,20559,20557
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,2930,2929
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,6352,6351
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,2821,2821
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,2667,2667
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,269,269
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,5618,5618
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,20487,20484
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,201097,199602
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,54,54
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,130,130
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),2,2
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,1033100,nan
M17 [Vaccines],Vaccine - DPT,1822440,nan
M17 [Vaccines],Vaccine - DPT,548010,nan
M17 [Vaccines],Vaccine - DPT,1693560,nan
M17 [Vaccines],Vaccine - DPT,613970,nan
M17 [Vaccines],Vaccine - Pentavalent,1750935,nan
M17 [Vaccines],Vaccine - Pentavalent,2368580,nan
M17 [Vaccines],Vaccine - Pentavalent,590930,nan
M17 [Vaccines],Vaccine - Pentavalent,2315330,nan
M17 [Vaccines],Vaccine - Pentavalent,1213255,nan
M17 [Vaccines],Vaccine - OPV,3293070,nan
M17 [Vaccines],Vaccine - OPV,4710880,nan
M17 [Vaccines],Vaccine - OPV,877490,nan
M17 [Vaccines],Vaccine - OPV,4876686,nan
M17 [Vaccines],Vaccine - OPV,2249774,nan
M17 [Vaccines],Vaccine - TT,1121432,nan
M17 [Vaccines],Vaccine - TT,1057480,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,958426,nan
M17 [Vaccines],Vaccine - TT,1220486,nan
M17 [Vaccines],Vaccine - DT,-707870,nan
M17 [Vaccines],Vaccine - DT,834430,nan
M17 [Vaccines],Vaccine - DT,544990,nan
M17 [Vaccines],Vaccine - DT,757110,nan
M17 [Vaccines],Vaccine - DT,-1175540,nan
M17 [Vaccines],Vaccine - BCG,2093240,nan
M17 [Vaccines],Vaccine - BCG,1957210,nan
M17 [Vaccines],Vaccine - BCG,433530,nan
M17 [Vaccines],Vaccine - BCG,1930150,nan
M17 [Vaccines],Vaccine - BCG,1686770,nan
M17 [Vaccines],Vaccine - Measles,125870,nan
M17 [Vaccines],Vaccine - Measles,44540,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,34540,nan
M17 [Vaccines],Vaccine - Measles,135870,nan
M17 [Vaccines],Vaccine - JE,-592375,nan
M17 [Vaccines],Vaccine - JE,738260,nan
M17 [Vaccines],Vaccine - JE,314995,nan
M17 [Vaccines],Vaccine - JE,704835,nan
M17 [Vaccines],Vaccine - JE,-854845,nan
M17 [Vaccines],Vaccine - Hepatitis B,614200,nan
M17 [Vaccines],Vaccine - Hepatitis B,436630,nan
M17 [Vaccines],Vaccine - Hepatitis B,283040,nan
M17 [Vaccines],Vaccine - Hepatitis B,486460,nan
M17 [Vaccines],Vaccine - Hepatitis B,281330,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,165130,nan
M17 [Vaccines],Vaccine - Vitamin K,40180,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,20750,nan
M17 [Vaccines],Vaccine - Vitamin K,184560,nan
M17 [Vaccines],Rotavirus,-377715,nan
M17 [Vaccines],Rotavirus,2921170,nan
M17 [Vaccines],Rotavirus,766815,nan
M17 [Vaccines],Rotavirus,2680930,nan
M17 [Vaccines],Rotavirus,-904290,nan
M17 [Vaccines],Inactivated Polio Vaccine,651105,nan
M17 [Vaccines],Inactivated Polio Vaccine,2480750,nan
M17 [Vaccines],Inactivated Polio Vaccine,653050,nan
M17 [Vaccines],Inactivated Polio Vaccine,2382795,nan
M17 [Vaccines],Inactivated Polio Vaccine,96010,nan
