module,items,urban,rural
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,134336,133168
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,106861,106076
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,111316,110502
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,35422,35023
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,132378,131272
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,984,948
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,44548,44362
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,69635,68927
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,63444,62835
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),7,7
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,4314,4071
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,291,279
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,1430,1413
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),127219,126009
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),891,838
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,127645,126964
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,127279,126698
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",956,824
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,38306,38162
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,495,105
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),126180,125767
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,121132,120879
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,110516,110374
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,0,0
M9 [CHILD IMMUNISATION],Immunisation sessions planned,115142,114906
M9 [CHILD IMMUNISATION],Immunisation sessions held,114801,114583
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,104353,104320
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,128953,128622
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,98264,97994
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,112331,112128
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),5235192,5235031
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,175092,174453
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),14678,14574
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,1884,843
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,1161,310
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,252,76
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),49,49
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,255,72
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,4383,2543
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,2157,1268
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,1787,1200
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),506,456
M11 [NVBDCP],Total Blood Smears Examined for Malaria,811015,797379
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,921,805
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,223,132
M11 [NVBDCP],RDT conducted for Malaria,218125,209783
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,322,207
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,176,102
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,274,240
M11 [NVBDCP],Kala Azar Positive Cases,0,0
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,0,0
M11 [NVBDCP],Dengue - RDT Test Positive,1053,476
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,314,295
M11 [NVBDCP],Tests Conducted for JE,0,0
M11 [NVBDCP],Tests Positive for JE,0,0
M12 [Adolescent Health],Girls registered in AFHC,119410,119104
M12 [Adolescent Health],Boys registered in AFHC,107284,107183
M12 [Adolescent Health],"Out of registered, Girls received clinical services",65560,65346
M12 [Adolescent Health],"Out of registered, Boys received clinical services",60005,59924
M12 [Adolescent Health],"Out of registered, Girls received counselling",80835,80709
M12 [Adolescent Health],"Out of registered, Boys received counselling",74899,74815
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,16389,16247
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,6474,6466
M14 [Patient Services],Outpatient - Diabetes,854497,730880
M14 [Patient Services],Outpatient - Hypertension,885335,782797
M14 [Patient Services],Outpatient - Stroke (Paralysis),15698,8321
M14 [Patient Services],Outpatient - Acute Heart Diseases,25081,11397
M14 [Patient Services],Outpatient - Mental illness,48338,38064
M14 [Patient Services],Outpatient - Epilepsy,14358,9850
M14 [Patient Services],Outpatient - Ophthalmic Related,327149,229807
M14 [Patient Services],Outpatient - Dental,202838,191567
M14 [Patient Services],Outpatient - Oncology,12083,3561
M14 [Patient Services],Allopathic- Outpatient attendance,16759872,14303019
M14 [Patient Services],Ayush - Outpatient attendance,445905,409691
M14 [Patient Services],Inpatient (Male) - Children < 18 years,63133,47731
M14 [Patient Services],Inpatient (Male)- Adults,314214,252593
M14 [Patient Services],Inpatient (Female) - Children < 18 years,57033,43763
M14 [Patient Services],Inpatient (Female)- Adults,416893,337506
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,14061,12960
M14 [Patient Services],Inpatient - Malaria,1219,319
M14 [Patient Services],Inpatient - Dengue,2212,484
M14 [Patient Services],Inpatient - Typhoid,4433,2790
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",23798,21190
M14 [Patient Services],Inpatient - Tuberculosis,2088,1569
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),17568,15649
M14 [Patient Services],Inpatient - Diarrhea with dehydration,41239,38272
M14 [Patient Services],Inpatient - Hepatitis,1258,283
M14 [Patient Services],Patients registered at Emergency Department,364451,345141
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",38013,34183
M14 [Patient Services],Emergency - Burn,942,698
M14 [Patient Services],Emergency - Obstetrics complications,2807,2513
M14 [Patient Services],Emergency - Snake Bite,3562,3422
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,4706,3309
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),3622,2604
M14 [Patient Services],Number of deaths occurring at Emergency Department,2298,2038
M14 [Patient Services],Operation major (General and spinal anaesthesia),51574,26548
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",7822,3442
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",9891,9891
M14 [Patient Services],Operation minor (No or local anaesthesia),210637,194218
M14 [Patient Services],Number of post operative Surgical Site infection,68,68
M14 [Patient Services],Number of blood units issued,21352,18463
M14 [Patient Services],Number of blood transfusions done,21493,17498
M14 [Patient Services],Inpatient Deaths - Male,5137,4543
M14 [Patient Services],Inpatient Deaths - Female,3441,3108
M14 [Patient Services],In-Patient Head Count at midnight,1395669,1348847
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),8332,8117
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,5021,4077
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,4203,3360
M14 [Patient Services],Outborn – Male,2672,2062
M14 [Patient Services],Outborn - Female,2015,1518
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,534,525
M14 [Patient Services],Number of deaths occurring at SNCU,808,803
M14 [Patient Services],Number of children admitted in NRC,881,877
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,754,750
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,840,839
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,105750,105750
M14 [Patient Services],Stock out rate of essential Drugs,388,388
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),5474,5474
M14 [Patient Services],Total number of blood units issued in month,24464,24464
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),3298,3298
M15 [Laboratory Testing],Number of Lab Tests done,8396284,7262378
M15 [Laboratory Testing],Number of Hb tests conducted,1568245,1289853
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",55096,40185
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),122459,89340
M15 [Laboratory Testing],Male HIV - Number Positive,2020,1247
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),113319,91732
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,1119,1043
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),156486,132890
M15 [Laboratory Testing],"Out of the above, number screened positive",906,884
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",105,100
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,17815,15418
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,986,958
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,17292,15706
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,273,272
M15 [Laboratory Testing],Widal tests - Number Tested,100135,72438
M15 [Laboratory Testing],Widal tests - Number Positive,14604,6844
M15 [Laboratory Testing],Radiology - X-ray,400811,270175
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),177485,137078
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,278,269
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,222,219
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,256,254
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,506,497
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,44,44
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,9,9
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,17,17
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,172,170
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,30,30
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,2,2
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,11,11
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,108,105
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,13,12
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,4,4
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,0,0
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,0,0
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,10,10
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),38,33
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,47,42
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,31,29
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,230,221
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),564,493
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,83,79
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,153,127
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,2611,2438
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,402,384
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,890,841
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,624,599
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,455,443
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,46,46
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,1302,1241
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,2504,2416
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,27579,27231
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,2,2
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,-446430,nan
M17 [Vaccines],Vaccine - DPT,323160,nan
M17 [Vaccines],Vaccine - DPT,69460,nan
M17 [Vaccines],Vaccine - DPT,180140,nan
M17 [Vaccines],Vaccine - DPT,-395830,nan
M17 [Vaccines],Vaccine - Pentavalent,-219080,nan
M17 [Vaccines],Vaccine - Pentavalent,348670,nan
M17 [Vaccines],Vaccine - Pentavalent,57260,nan
M17 [Vaccines],Vaccine - Pentavalent,285250,nan
M17 [Vaccines],Vaccine - Pentavalent,-212920,nan
M17 [Vaccines],Vaccine - OPV,23980,nan
M17 [Vaccines],Vaccine - OPV,521100,nan
M17 [Vaccines],Vaccine - OPV,53560,nan
M17 [Vaccines],Vaccine - OPV,497600,nan
M17 [Vaccines],Vaccine - OPV,-6080,nan
M17 [Vaccines],Vaccine - TT,218780,nan
M17 [Vaccines],Vaccine - TT,83520,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,116310,nan
M17 [Vaccines],Vaccine - TT,185990,nan
M17 [Vaccines],Vaccine - DT,-863640,nan
M17 [Vaccines],Vaccine - DT,127950,nan
M17 [Vaccines],Vaccine - DT,38890,nan
M17 [Vaccines],Vaccine - DT,103240,nan
M17 [Vaccines],Vaccine - DT,-877820,nan
M17 [Vaccines],Vaccine - BCG,-152600,nan
M17 [Vaccines],Vaccine - BCG,358340,nan
M17 [Vaccines],Vaccine - BCG,75380,nan
M17 [Vaccines],Vaccine - BCG,218090,nan
M17 [Vaccines],Vaccine - BCG,-87730,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - JE,-684025,nan
M17 [Vaccines],Vaccine - JE,107935,nan
M17 [Vaccines],Vaccine - JE,59080,nan
M17 [Vaccines],Vaccine - JE,86960,nan
M17 [Vaccines],Vaccine - JE,-722130,nan
M17 [Vaccines],Vaccine - Hepatitis B,-340320,nan
M17 [Vaccines],Vaccine - Hepatitis B,89800,nan
M17 [Vaccines],Vaccine - Hepatitis B,23280,nan
M17 [Vaccines],Vaccine - Hepatitis B,66470,nan
M17 [Vaccines],Vaccine - Hepatitis B,-340270,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,169800,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,88630,nan
M17 [Vaccines],Vaccine - Vitamin K,81170,nan
M17 [Vaccines],Rotavirus,-1236885,nan
M17 [Vaccines],Rotavirus,403895,nan
M17 [Vaccines],Rotavirus,83350,nan
M17 [Vaccines],Rotavirus,302045,nan
M17 [Vaccines],Rotavirus,-1218385,nan
M17 [Vaccines],Inactivated Polio Vaccine,-321320,nan
M17 [Vaccines],Inactivated Polio Vaccine,424650,nan
M17 [Vaccines],Inactivated Polio Vaccine,70825,nan
M17 [Vaccines],Inactivated Polio Vaccine,362025,nan
M17 [Vaccines],Inactivated Polio Vaccine,-329520,nan
M17 [Vaccines],Measles Rubella(MR),-1303950,nan
M17 [Vaccines],Measles Rubella(MR),256445,nan
M17 [Vaccines],Measles Rubella(MR),58880,nan
M17 [Vaccines],Measles Rubella(MR),229740,nan
