module,items,urban,rural
M8 [Family Planning],Injectable Contraceptive-Antara Program- First Dose,40,40
M8 [Family Planning],Injectable Contraceptive-Antara Program- Second Dose,29,29
M8 [Family Planning],Injectable Contraceptive-Antara Program- Third Dose,4,4
M8 [Family Planning],Injectable Contraceptive-Antara Program- Fourth or more than fourth,94,94
M8 [Family Planning],Number of Combined Oral Pill cycles distributed,333577,333577
M8 [Family Planning],Number of Condom pieces distributed,3155947,3155947
M8 [Family Planning],Number of Centchroman (weekly) pill strips distributed,14414,14414
M8 [Family Planning],Number of Emergency Contraceptive Pills (ECP) given,4002,4002
M8 [Family Planning],Number of Pregnancy Test Kits (PTK) used,78143,78143
M8 [Family Planning],Complications following male sterilization,0,0
M8 [Family Planning],Complications following female sterilization,0,0
M8 [Family Planning],Failures following male sterilization,0,0
M8 [Family Planning],Failures following female sterilization,0,0
M8 [Family Planning],Deaths following male sterilization,0,0
M8 [Family Planning],Deaths following female sterilization,0,0
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin K (Birth Dose),93467,47469
M9 [CHILD IMMUNISATION],Child immunisation - BCG,103249,80061
M9 [CHILD IMMUNISATION],Child immunisation - DPT1,155,155
M9 [CHILD IMMUNISATION],Child immunisation - DPT2,116,116
M9 [CHILD IMMUNISATION],Child immunisation - DPT3,164,164
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 1,91491,88410
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 2,84977,81941
M9 [CHILD IMMUNISATION],Child immunisation - Pentavalent 3,94885,90529
M9 [CHILD IMMUNISATION],Child immunisation - OPV 0 (Birth Dose),98974,65167
M9 [CHILD IMMUNISATION],Child immunisation - OPV1,92017,89075
M9 [CHILD IMMUNISATION],Child immunisation - OPV2,84649,81677
M9 [CHILD IMMUNISATION],Child immunisation - OPV3,92673,90043
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B0 (Birth Dose),98350,51705
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B1,563,563
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B2,424,424
M9 [CHILD IMMUNISATION],Child immunisation - Hepatitis-B3,948,448
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),88795,86407
M9 [CHILD IMMUNISATION],Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),90740,88052
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 1,86357,82544
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 2,78993,74438
M9 [CHILD IMMUNISATION],Child immunisation - Rotavirus 3,84089,82191
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 1,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV 2,0,0
M9 [CHILD IMMUNISATION],Child Immunisation- PCV Booster,0,0
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,113477,109117
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - Measles 1st dose,1732,1732
M9 [CHILD IMMUNISATION],Child immunisation (9-11months) - JE 1st dose,35594,35576
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized- Male,59406,57167
M9 [CHILD IMMUNISATION],Children aged between 9 and 11 months fully immunized - Female,53768,51647
M9 [CHILD IMMUNISATION],Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),nan,nan
M9 [CHILD IMMUNISATION],Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,5772,5772
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - Measles-1st dose,727,727
M9 [CHILD IMMUNISATION],Child immunisation (after 12 months) - JE 1st dose,1708,1708
M9 [CHILD IMMUNISATION],Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),99811,99793
M9 [CHILD IMMUNISATION],Child immunisation - Measles 2nd dose (More than 16 months),1680,1680
M9 [CHILD IMMUNISATION],Child immunisation - DPT 1st Booster,101890,101872
M9 [CHILD IMMUNISATION],Child immunisation - OPV Booster,101720,101688
M9 [CHILD IMMUNISATION],"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",362,362
M9 [CHILD IMMUNISATION],Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,29791,29776
M9 [CHILD IMMUNISATION],Child immunisation - Typhoid,45,45
M9 [CHILD IMMUNISATION],Children more than 5 years received DPT5 (2nd Booster),96690,91554
M9 [CHILD IMMUNISATION],Children more than 10 years received TT10/ Td10,79948,78386
M9 [CHILD IMMUNISATION],Children more than 16 years received TT16/ Td16,68693,65881
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Abscess,1,1
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Death,0,0
M9 [CHILD IMMUNISATION],Number of cases of AEFI - Others,27,27
M9 [CHILD IMMUNISATION],Immunisation sessions planned,88481,88481
M9 [CHILD IMMUNISATION],Immunisation sessions held,76646,76646
M9 [CHILD IMMUNISATION],Number of Immunisation sessions where ASHAs were present,71546,71546
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 1,110843,105367
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 5,53265,52259
M9 [CHILD IMMUNISATION],Child immunisation - Vitamin A Dose - 9,70092,70085
M9 [CHILD IMMUNISATION],Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),1222438,1222438
M9 [CHILD IMMUNISATION],Number of children (12-59 months) provided Albendazole,17983,17983
M9 [CHILD IMMUNISATION],Number of severely underweight children provided Health Checkup (0-5 years),4015,4015
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pneumonia,430,430
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Asthma,350,350
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Sepsis,157,157
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diphtheria,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Pertussis,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tetanus Neonatorum,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Tuberculosis (TB),27,27
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Acute Flaccid Paralysis(AFP),1,1
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Measles,4,4
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Malaria,127,127
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea,3735,3735
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Diarrhoea treated in Inpatients,709,709
M10 [Number of cases of Childhood Diseases (0-5 years)],Children admitted with Respiratory Infections,766,766
M10 [Number of cases of Childhood Diseases (0-5 years)],Childhood Diseases - Severe Acute Malnutrition (SAM),435,435
M11 [NVBDCP],Total Blood Smears Examined for Malaria,306093,306093
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,361,361
M11 [NVBDCP],Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,342,342
M11 [NVBDCP],RDT conducted for Malaria,54316,54316
M11 [NVBDCP],Malaria (RDT) - Plasmodium Vivax test positive,214,214
M11 [NVBDCP],Malaria (RDT) - Plamodium Falciparum test positive,147,147
M11 [NVBDCP],Kala Azar (RDT) - Tests Conducted,26,26
M11 [NVBDCP],Kala Azar Positive Cases,0,0
M11 [NVBDCP],Post-kala-azar dermal leishmaniasis (PKDL) cases,2,2
M11 [NVBDCP],Dengue - RDT Test Positive,37,37
M11 [NVBDCP],Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,15,15
M11 [NVBDCP],Tests Conducted for JE,0,0
M11 [NVBDCP],Tests Positive for JE,0,0
M12 [Adolescent Health],Girls registered in AFHC,8265,8265
M12 [Adolescent Health],Boys registered in AFHC,6050,6050
M12 [Adolescent Health],"Out of registered, Girls received clinical services",5083,5083
M12 [Adolescent Health],"Out of registered, Boys received clinical services",4310,4310
M12 [Adolescent Health],"Out of registered, Girls received counselling",5946,5946
M12 [Adolescent Health],"Out of registered, Boys received counselling",4664,4664
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of on-going DOTS patients registered,8114,7991
"M13 [Directly Observed Treatment, Short-course (DOTS)]",Number of DOTS cases completed successfully,5562,5333
M14 [Patient Services],Outpatient - Diabetes,354392,354392
M14 [Patient Services],Outpatient - Hypertension,362154,362154
M14 [Patient Services],Outpatient - Stroke (Paralysis),3814,3814
M14 [Patient Services],Outpatient - Acute Heart Diseases,4525,4525
M14 [Patient Services],Outpatient - Mental illness,14643,14643
M14 [Patient Services],Outpatient - Epilepsy,4472,4472
M14 [Patient Services],Outpatient - Ophthalmic Related,43436,43436
M14 [Patient Services],Outpatient - Dental,51810,51810
M14 [Patient Services],Outpatient - Oncology,2254,2254
M14 [Patient Services],Allopathic- Outpatient attendance,7448151,7444723
M14 [Patient Services],Ayush - Outpatient attendance,164520,164520
M14 [Patient Services],Inpatient (Male) - Children < 18 years,29109,29109
M14 [Patient Services],Inpatient (Male)- Adults,90872,90872
M14 [Patient Services],Inpatient (Female) - Children < 18 years,27203,27203
M14 [Patient Services],Inpatient (Female)- Adults,150247,150247
M14 [Patient Services],Number of Left Against Medical Advice (LAMA) cases,5587,5587
M14 [Patient Services],Inpatient - Malaria,88,88
M14 [Patient Services],Inpatient - Dengue,179,179
M14 [Patient Services],Inpatient - Typhoid,722,722
M14 [Patient Services],"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",9319,9319
M14 [Patient Services],Inpatient - Tuberculosis,1334,1334
M14 [Patient Services],Inpatient - Pyrexia of unknown origin (PUO),6580,6580
M14 [Patient Services],Inpatient - Diarrhea with dehydration,12102,12102
M14 [Patient Services],Inpatient - Hepatitis,1602,1602
M14 [Patient Services],Patients registered at Emergency Department,251029,251029
M14 [Patient Services],"Emergency - Trauma ( accident, injury, poisoning etc)",16739,16739
M14 [Patient Services],Emergency - Burn,500,500
M14 [Patient Services],Emergency - Obstetrics complications,5515,5515
M14 [Patient Services],Emergency - Snake Bite,2160,2160
M14 [Patient Services],Emergency - Acute Caridiac Emergencies,1852,1852
M14 [Patient Services],Emergency - CVA ( Cerebovascular Disease),2528,2528
M14 [Patient Services],Number of deaths occurring at Emergency Department,4522,4522
M14 [Patient Services],Operation major (General and spinal anaesthesia),11287,11287
M14 [Patient Services],"Out of Operation major, Gynecology- Hysterectomy surgeries",2128,2128
M14 [Patient Services],"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",3687,3687
M14 [Patient Services],Operation minor (No or local anaesthesia),93712,93712
M14 [Patient Services],Number of post operative Surgical Site infection,92,92
M14 [Patient Services],Number of blood units issued,11364,11364
M14 [Patient Services],Number of blood transfusions done,10227,10227
M14 [Patient Services],Inpatient Deaths - Male,3005,3005
M14 [Patient Services],Inpatient Deaths - Female,4108,4108
M14 [Patient Services],In-Patient Head Count at midnight,657442,657442
M14 [Patient Services],Number of Admission in NBSU ( New Born Stabilisation Unit),6961,6961
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Male,3006,3006
M14 [Patient Services],Special Newborn Care Unit (SNCU Admissions) - Inborn Female,2377,2377
M14 [Patient Services],Outborn – Male,1334,1334
M14 [Patient Services],Outborn - Female,1005,1005
M14 [Patient Services],Number of newborns admitted in SNCU - referred by ASHA,181,181
M14 [Patient Services],Number of deaths occurring at SNCU,560,560
M14 [Patient Services],Number of children admitted in NRC,86,86
M14 [Patient Services],Number of children discharged with target weight gain from the NRCs,47,47
M14 [Patient Services],Number of Rogi Kalyan Samiti (RKS) meetings held,1069,1069
M14 [Patient Services],Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,80818,80818
M14 [Patient Services],Stock out rate of essential Drugs,409,409
M14 [Patient Services],Blood Units Issued on replacement (Any Donors to be considered as replacement donations),4135,4135
M14 [Patient Services],Total number of blood units issued in month,39816,39816
M14 [Patient Services],Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),2154,2154
M15 [Laboratory Testing],Number of Lab Tests done,1982801,1982801
M15 [Laboratory Testing],Number of Hb tests conducted,346929,346929
M15 [Laboratory Testing],"Out of the total number of Hb tests done, Number having Hb < 7 mg",13483,13483
M15 [Laboratory Testing],Male HIV - Number Tested (by finger prick test),16272,16272
M15 [Laboratory Testing],Male HIV - Number Positive,368,368
M15 [Laboratory Testing],Female Non ANC HIV - Number Tested (by finger prick test),11501,11501
M15 [Laboratory Testing],Female Non ANC HIV - Number Positive,268,268
M15 [Laboratory Testing],Number of pregnant women screened for HIV (by finger prick test),44240,44240
M15 [Laboratory Testing],"Out of the above, number screened positive",169,169
M15 [Laboratory Testing],"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",295,295
M15 [Laboratory Testing],Number of Male STI/RTI attendees tested for syphilis,3057,3057
M15 [Laboratory Testing],Number of Male STI/RTI attendeees found sero Positive for syphilis,195,195
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees tested for syphilis,2225,2225
M15 [Laboratory Testing],Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,25,25
M15 [Laboratory Testing],Widal tests - Number Tested,25612,25612
M15 [Laboratory Testing],Widal tests - Number Positive,2313,2313
M15 [Laboratory Testing],Radiology - X-ray,78572,78572
M15 [Laboratory Testing],Radiology - Ultrasonography (USG),43056,43056
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,238,228
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Sepsis,140,140
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Asphyxia,180,179
M16 [Details of deaths reported with probable causes:],Infant Deaths up to 4 weeks due to Other causes,461,454
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Pneumonia,40,40
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Diarrhoea,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Fever related,8,8
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Infant Deaths (1 -12 months) due to Others,217,204
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Pneumonia,18,18
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Diarrhoea,1,1
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Fever related,6,6
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Measles,0,0
M16 [Details of deaths reported with probable causes:],Number of Child Deaths (1 -5 years) due to Others,100,98
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Bleeding,13,13
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to High fever,3,3
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Abortion,1,1
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Obstructed/prolonged labour,0,0
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Severe hypertension/fits,5,5
M16 [Details of deaths reported with probable causes:],Number of Maternal Deaths due to Other Causes (including causes not known),50,48
M16 [Details of deaths reported with probable causes:],Total Facility Based Maternal Death Reviews (FBMDR) done,30,30
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Diarrhoeal diseases,17,17
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Tuberculosis,170,170
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),375,375
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Other Fever Related,32,32
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to HIV/AIDS,198,198
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,2534,2534
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Cancer,533,533
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Neurological disease including strokes,792,792
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Accidents/Burn cases,375,375
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Suicide,336,336
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Animal bites and stings,33,33
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Acute Disease,667,667
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Known Chronic Disease,2670,2669
M16 [Details of deaths reported with probable causes:],Number of Adolscent / Adult deaths due to Causes not known,23752,23620
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Vivax,5,5
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Malaria- Plasmodium Falciparum,14,14
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Kala Azar,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Dengue,0,0
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Acute Encephelitis Syndrome (AES),1,1
M16 [Details of deaths reported with probable causes:],Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,493120,nan
M17 [Vaccines],Vaccine - DPT,360590,nan
M17 [Vaccines],Vaccine - DPT,65260,nan
M17 [Vaccines],Vaccine - DPT,345980,nan
M17 [Vaccines],Vaccine - DPT,442470,nan
M17 [Vaccines],Vaccine - Pentavalent,563880,nan
M17 [Vaccines],Vaccine - Pentavalent,491600,nan
M17 [Vaccines],Vaccine - Pentavalent,45160,nan
M17 [Vaccines],Vaccine - Pentavalent,503500,nan
M17 [Vaccines],Vaccine - Pentavalent,506820,nan
M17 [Vaccines],Vaccine - OPV,1157160,nan
M17 [Vaccines],Vaccine - OPV,546100,nan
M17 [Vaccines],Vaccine - OPV,73120,nan
M17 [Vaccines],Vaccine - OPV,795680,nan
M17 [Vaccines],Vaccine - OPV,834460,nan
M17 [Vaccines],Vaccine - TT,162820,nan
M17 [Vaccines],Vaccine - TT,265530,nan
M17 [Vaccines],Vaccine - TT,0,nan
M17 [Vaccines],Vaccine - TT,230050,nan
M17 [Vaccines],Vaccine - TT,198300,nan
M17 [Vaccines],Vaccine - DT,114310,nan
M17 [Vaccines],Vaccine - DT,137630,nan
M17 [Vaccines],Vaccine - DT,21410,nan
M17 [Vaccines],Vaccine - DT,120190,nan
M17 [Vaccines],Vaccine - DT,110340,nan
M17 [Vaccines],Vaccine - BCG,481960,nan
M17 [Vaccines],Vaccine - BCG,443340,nan
M17 [Vaccines],Vaccine - BCG,42060,nan
M17 [Vaccines],Vaccine - BCG,385690,nan
M17 [Vaccines],Vaccine - BCG,497550,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,15000,nan
M17 [Vaccines],Vaccine - Measles,0,nan
M17 [Vaccines],Vaccine - Measles,8670,nan
M17 [Vaccines],Vaccine - Measles,6330,nan
M17 [Vaccines],Vaccine - JE,102820,nan
M17 [Vaccines],Vaccine - JE,109260,nan
M17 [Vaccines],Vaccine - JE,37145,nan
M17 [Vaccines],Vaccine - JE,117620,nan
M17 [Vaccines],Vaccine - JE,57315,nan
M17 [Vaccines],Vaccine - Hepatitis B,378240,nan
M17 [Vaccines],Vaccine - Hepatitis B,135100,nan
M17 [Vaccines],Vaccine - Hepatitis B,59240,nan
M17 [Vaccines],Vaccine - Hepatitis B,123370,nan
M17 [Vaccines],Vaccine - Hepatitis B,330730,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Typhoid,0,nan
M17 [Vaccines],Vaccine - Vitamin K,3230,nan
M17 [Vaccines],Vaccine - Vitamin K,4180,nan
M17 [Vaccines],Vaccine - Vitamin K,0,nan
M17 [Vaccines],Vaccine - Vitamin K,950,nan
M17 [Vaccines],Vaccine - Vitamin K,6460,nan
M17 [Vaccines],Rotavirus,114550,nan
M17 [Vaccines],Rotavirus,508560,nan
M17 [Vaccines],Rotavirus,47000,nan
M17 [Vaccines],Rotavirus,426580,nan
M17 [Vaccines],Rotavirus,149530,nan
M17 [Vaccines],Inactivated Polio Vaccine,373275,nan
M17 [Vaccines],Inactivated Polio Vaccine,455875,nan
M17 [Vaccines],Inactivated Polio Vaccine,50050,nan
M17 [Vaccines],Inactivated Polio Vaccine,449475,nan
M17 [Vaccines],Inactivated Polio Vaccine,329625,nan
M17 [Vaccines],Measles Rubella(MR),500610,nan
M17 [Vaccines],Measles Rubella(MR),498730,nan
M17 [Vaccines],Measles Rubella(MR),51490,nan
M17 [Vaccines],Measles Rubella(MR),494650,nan
M17 [Vaccines],Measles Rubella(MR),453200,nan
