module,items,urban,rural
nan,Allopathic- Outpatient attendance,38324722,38304179
nan,Ayush - Outpatient attendance,866993,866993
nan,Inpatient (Male) - Children < 18 years,143062,143062
nan,Inpatient (Male)- Adults,544358,544358
nan,Inpatient (Female) - Children < 18 years,130003,130003
nan,Inpatient (Female)- Adults,765598,765598
nan,Number of Left Against Medical Advice (LAMA) cases,33114,33114
nan,Inpatient - Malaria,1436,1436
nan,Inpatient - Dengue,777,777
nan,Inpatient - Typhoid,4609,4609
nan,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",70616,70616
nan,Inpatient - Tuberculosis,6973,6973
nan,Inpatient - Pyrexia of unknown origin (PUO),32698,32698
nan,Inpatient - Diarrhea with dehydration,54316,54316
nan,Inpatient - Hepatitis,3966,3966
nan,Patients registered at Emergency Department,1230300,1230300
nan,"Emergency - Trauma ( accident, injury, poisoning etc)",94678,94678
nan,Emergency - Burn,2534,2534
nan,Emergency - Obstetrics complications,23897,23897
nan,Emergency - Snake Bite,16010,16010
nan,Emergency - Acute Caridiac Emergencies,7751,7751
nan,Emergency - CVA ( Cerebovascular Disease),9630,9630
nan,Number of deaths occurring at Emergency Department,12758,12758
nan,Operation major (General and spinal anaesthesia),54852,54852
nan,"Out of Operation major, Gynecology- Hysterectomy surgeries",11177,11177
nan,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",17784,17784
nan,Operation minor (No or local anaesthesia),480930,480930
nan,Number of post operative Surgical Site infection,530,530
nan,Number of blood units issued,46761,46761
nan,Number of blood transfusions done,43782,43782
nan,Inpatient Deaths - Male,20381,20381
nan,Inpatient Deaths - Female,14734,14734
nan,In-Patient Head Count at midnight,3743496,3743496
nan,Number of Admission in NBSU ( New Born Stabilisation Unit),26207,26207
nan,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,12735,12735
nan,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,10012,10012
nan,Outborn – Male,6481,6481
nan,Outborn - Female,4791,4791
nan,Number of newborns admitted in SNCU - referred by ASHA,892,892
nan,Number of deaths occurring at SNCU,2480,2480
nan,Number of children admitted in NRC,647,647
nan,Number of children discharged with target weight gain from the NRCs,383,383
nan,Number of Rogi Kalyan Samiti (RKS) meetings held,3630,3630
nan,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,389711,389711
nan,Stock out rate of essential Drugs,1844,1844
nan,Blood Units Issued on replacement (Any Donors to be considered as replacement donations),16639,16639
nan,Total number of blood units issued in month,183082,183082
nan,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),9441,9441
M15 [Laboratory Testing],Number of Lab Tests done,12993404,12989792
nan,Number of Hb tests conducted,2480629,2477017
nan,"Out of the total number of Hb tests done, Number having Hb < 7 mg",83328,83328
nan,Male HIV - Number Tested (by finger prick test),118674,118674
nan,Male HIV - Number Positive,3126,3126
nan,Female Non ANC HIV - Number Tested (by finger prick test),109279,109279
nan,Female Non ANC HIV - Number Positive,2358,2358
nan,Number of pregnant women screened for HIV (by finger prick test),290895,290895
nan,"Out of the above, number screened positive",1368,1368
nan,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",1445,1445
nan,Number of Male STI/RTI attendees tested for syphilis,16188,16188
nan,Number of Male STI/RTI attendeees found sero Positive for syphilis,745,745
nan,Number of Female(Non ANC)STI/RTI attendees tested for syphilis,15445,15445
nan,Number of Female(Non ANC)STI/RTI attendees found sero Positive for syphilis,123,123
nan,Widal tests - Number Tested,107275,107275
nan,Widal tests - Number Positive,12011,12011
nan,Radiology - X-ray,485409,485409
nan,Radiology - Ultrasonography (USG),251149,251149
M16 [Details of deaths reported with probable causes:],Infant deaths within 24 hours (1 to 23 hours) of birth,1190,1165
nan,Infant Deaths up to 4 weeks due to Sepsis,555,551
nan,Infant Deaths up to 4 weeks due to Asphyxia,825,818
nan,Infant Deaths up to 4 weeks due to Other causes,2004,1960
nan,Number of Infant Deaths (1 -12 months) due to Pneumonia,195,195
nan,Number of Infant Deaths (1 -12 months) due to Diarrhoea,7,7
nan,Number of Infant Deaths (1 -12 months) due to Fever related,52,52
nan,Number of Infant Deaths (1 -12 months) due to Measles,0,0
nan,Number of Infant Deaths (1 -12 months) due to Others,887,841
nan,Number of Child Deaths (1 -5 years) due to Pneumonia,60,60
nan,Number of Child Deaths (1 -5 years) due to Diarrhoea,3,3
nan,Number of Child Deaths (1 -5 years) due to Fever related,61,61
nan,Number of Child Deaths (1 -5 years) due to Measles,0,0
nan,Number of Child Deaths (1 -5 years) due to Others,425,420
nan,Number of Maternal Deaths due to Bleeding,48,48
nan,Number of Maternal Deaths due to High fever,9,9
nan,Number of Maternal Deaths due to Abortion,4,4
nan,Number of Maternal Deaths due to Obstructed/prolonged labour,2,2
nan,Number of Maternal Deaths due to Severe hypertension/fits,50,50
nan,Number of Maternal Deaths due to Other Causes (including causes not known),245,215
nan,Total Facility Based Maternal Death Reviews (FBMDR) done,147,134
nan,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,133,133
nan,Number of Adolscent / Adult deaths due to Tuberculosis,852,852
nan,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),6007,6007
nan,Number of Adolscent / Adult deaths due to Other Fever Related,380,380
nan,Number of Adolscent / Adult deaths due to HIV/AIDS,677,677
nan,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,15328,15328
nan,Number of Adolscent / Adult deaths due to Cancer,2204,2204
nan,Number of Adolscent / Adult deaths due to Neurological disease including strokes,4573,4573
nan,Number of Adolscent / Adult deaths due to Accidents/Burn cases,2036,2036
nan,Number of Adolscent / Adult deaths due to Suicide,1922,1922
nan,Number of Adolscent / Adult deaths due to Animal bites and stings,221,221
nan,Number of Adolscent / Adult deaths due to Known Acute Disease,4309,4309
nan,Number of Adolscent / Adult deaths due to Known Chronic Disease,15519,15518
nan,Number of Adolscent / Adult deaths due to Causes not known,151623,150375
nan,Number of Deaths due to Malaria- Plasmodium Vivax,28,28
nan,Number of Deaths due to Malaria- Plasmodium Falciparum,97,97
nan,Number of Deaths due to Kala Azar,0,0
nan,Number of Deaths due to Dengue,0,0
nan,Number of Deaths due to Acute Encephelitis Syndrome (AES),2,2
nan,Number of Deaths due to Japanese Encephalitis (JE),0,0
M17 [Vaccines],Vaccine - DPT,1016520,nan
nan,nan,1324490,nan
nan,nan,396950,nan
nan,nan,1306080,nan
nan,nan,637980,nan
nan,Vaccine - Pentavalent,1736315,nan
nan,nan,1788580,nan
nan,nan,432940,nan
nan,nan,1810070,nan
nan,nan,1281885,nan
nan,Vaccine - OPV,2796880,nan
nan,nan,3819900,nan
nan,nan,672120,nan
nan,nan,3460680,nan
nan,nan,2483980,nan
nan,Vaccine - TT,772150,nan
nan,nan,735330,nan
nan,nan,0,nan
nan,nan,699776,nan
nan,nan,807704,nan
nan,Vaccine - DT,-297120,nan
nan,nan,582790,nan
nan,nan,389760,nan
nan,nan,574900,nan
nan,nan,-678990,nan
nan,Vaccine - BCG,1849420,nan
nan,nan,1482810,nan
nan,nan,333020,nan
nan,nan,1511330,nan
nan,nan,1487880,nan
nan,Vaccine - Measles,62690,nan
nan,nan,44540,nan
nan,nan,0,nan
nan,nan,23480,nan
nan,nan,83750,nan
nan,Vaccine - JE,-159735,nan
nan,nan,558260,nan
nan,nan,197365,nan
nan,nan,516080,nan
nan,nan,-314920,nan
nan,Vaccine - Hepatitis B,792500,nan
nan,nan,312590,nan
nan,nan,218230,nan
nan,nan,390630,nan
nan,nan,496230,nan
nan,Vaccine - Typhoid,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,Vaccine - Vitamin K,106840,nan
nan,nan,40180,nan
nan,nan,0,nan
nan,nan,20750,nan
nan,nan,126270,nan
nan,Rotavirus,-48235,nan
nan,nan,2221170,nan
nan,nan,551690,nan
nan,nan,2038055,nan
nan,nan,-416810,nan
nan,Inactivated Polio Vaccine,841075,nan
nan,nan,1842750,nan
nan,nan,510525,nan
nan,nan,1812825,nan
nan,nan,360475,nan
nan,Measles Rubella(MR),1871625,nan
nan,nan,1954370,nan
nan,nan,514465,nan
nan,nan,1819815,nan
nan,nan,1491715,nan
M18 [Family Planning],IUD 380 A,177926,nan
nan,nan,14200,nan
nan,nan,60090,nan
nan,nan,52143,nan
nan,nan,79893,nan
nan,IUD 375 A,38784,nan
nan,nan,3825,nan
nan,nan,40620,nan
nan,nan,24341,nan
nan,nan,-22352,nan
nan,Condoms,-2053500,nan
nan,nan,3448440,nan
nan,nan,2504430,nan
nan,nan,1581260,nan
nan,nan,-2690750,nan
nan,Oral Contraceptive,412410,nan
nan,nan,15100,nan
nan,nan,40260,nan
nan,nan,147125,nan
nan,nan,240125,nan
nan,Emergency Contraceptive Pills,121273,nan
nan,nan,59500,nan
nan,nan,35639,nan
nan,nan,28042,nan
nan,nan,117092,nan
nan,Centchroman weekly pills,2361087,nan
nan,nan,731438,nan
nan,nan,570488,nan
nan,nan,222406,nan
nan,nan,2299631,nan
nan,Injectable Contraceptive MPA (Vials),531,nan
nan,nan,0,nan
nan,nan,750,nan
nan,nan,236,nan
nan,nan,-455,nan
nan,Tubal rings,9230,nan
nan,nan,0,nan
nan,nan,400,nan
nan,nan,370,nan
nan,nan,8460,nan
nan,Pregnanct testing Kits (Nischay Kits),482930,nan
nan,nan,223490,nan
nan,nan,329470,nan
nan,nan,181400,nan
nan,nan,195550,nan
M19 [Other Items],Gloves,86003,nan
nan,nan,263325,nan
nan,nan,8900,nan
nan,nan,280281,nan
nan,nan,60147,nan
nan,MVA Syringes,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,Tab. Fluconazole,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,Blood Transfusion sets,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,Gluteraldehyde 2%,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,IFA tablets ( Adult),9062550,nan
nan,nan,32339600,nan
nan,nan,0,nan
nan,nan,21444650,nan
nan,nan,19957500,nan
nan,IFA - Blue (Adolescent 10-19 years),169724098,nan
nan,nan,26707380,nan
nan,nan,10157804,nan
nan,nan,30649788,nan
nan,nan,155623886,nan
nan,IFA- Pink (Junior 6-10 years),85929027,nan
nan,nan,20816937,nan
nan,nan,2225292,nan
nan,nan,8237952,nan
nan,nan,96282720,nan
nan,IFA Syrup (Paediatric),6033194,nan
nan,nan,1508995,nan
nan,nan,1193346,nan
nan,nan,2003761,nan
nan,nan,4345082,nan
nan,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),22150,nan
nan,nan,250,nan
nan,nan,0,nan
nan,nan,4050,nan
nan,nan,18350,nan
nan,Vit A syrup,76460,nan
nan,nan,65319,nan
nan,nan,4529,nan
nan,nan,63273,nan
nan,nan,73977,nan
nan,ORS (New WHO),10836375,nan
nan,nan,1005290,nan
nan,nan,66280,nan
nan,nan,2565895,nan
nan,nan,9209490,nan
nan,RTI /STI colour coded syndromic kits ( I to VII),0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,nan,0,nan
nan,Zinc 20 mg tablet,1518614,nan
nan,nan,169000,nan
nan,nan,0,nan
nan,nan,281288,nan
nan,nan,1406326,nan
nan,Albendazole 400 mg tablet,6485381,nan
nan,nan,5217200,nan
nan,nan,647980,nan
nan,nan,4122300,nan
nan,nan,6932301,nan
nan,Calcium Tablets,1102550,nan
nan,nan,285000,nan
nan,nan,0,nan
nan,nan,485000,nan
nan,nan,902550,nan
M20 [Syringes],Syringes - 0.1 ml (AD),3801544,nan
nan,nan,2699530,nan
nan,nan,280130,nan
nan,nan,2393900,nan
nan,nan,3827044,nan
nan,Syringes - 0.5 ml (AD),8361960,nan
nan,nan,6670310,nan
nan,nan,277320,nan
nan,nan,5999400,nan
nan,nan,8616750,nan
nan,Syringes - 5.0 ml (Disposable),1170779,nan
nan,nan,759510,nan
nan,nan,48800,nan
nan,nan,670244,nan
nan,nan,1211245,nan
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],Number of newborn screened for defects at birth (as per RBSK),186471,nan
nan,Number of children (6 month to 6 years) screened by RBSK mobile health teams at Anganwadi center,3169,nan
nan,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,2944,nan
nan,Number of Male children identified with Disease,1973,nan
nan,Number of Female children identified with Disease,1596,nan
nan,Number of Male children identified with Deficiency,415,nan
nan,Number of Female children identified with Deficiency,378,nan
nan,Number of Male children identified with Developmental delay,4394,nan
nan,Number of Female children identified with Developmental delay,3689,nan
nan,Number of Children Managed by Intervention - Medical,8486,nan
nan,Number of Children Managed by Intervention - Surgical,349,nan
nan,Early intervention at DEIC ( District Early Intervention Centre),7110,nan
M22 [Adolscent Health],Girls (6th -12th class) provided 4 IFA tablets in schools,8689861,nan
nan,Boys (6th -12th class) provided 4 IFA tablets in schools,8561046,nan
nan,Girls (6th -12th class) provided albendazole in schools,4366148,nan
nan,Boys (6th -12th class) provided albendazole in schools,4498937,nan
nan,Number of out of school adolscent girls (10-19 years) provided 4 IFA tablets at Anganwadi Centres,1784698,nan
nan,Number of out of school adolscent girls (10-19 years) provided albendazole at Anganwadi Centres,153873,nan
nan,Number of adolescent girls provided sanitary napkin packs,347616,nan
nan,Number of sanitary napkin packs sold to adolescent girls,0,nan
nan,Number of sanitary napkin packs distributed free to ASHA,0,nan
nan,Number of adolescent girls attended monthly meeting,0,nan
M23 [Coverage under WIFS JUNIOR (Weekly Iron Folic Acid Supplementation Programme for children 6 – 1],Number of children covered under WIFS JUNIOR (6 - 10 years ) provided 4-5 IFA tablets in schools,7579974,nan
nan,Number of children (6 - 10 years) provided albendazole in schools,2373550,nan
nan,Number of out of school children (6-10 years) given 4-5 IFA tablets at Anganwadi Centres,1219636,nan
nan,Number of out of school children (6-10 years) provided albendazole at Anganwadi Centres,90115,nan
M24 [Maternal Death Reviews (MDR) Done],Total Maternal Deaths Reviewed (MDR) by CMO,371,nan
nan,Total Maternal Deaths Reviewed (MDR) by DM,264,nan
nan,Number of maternal deaths reported through Community based Maternal Death Review (CBMDR),351,nan
M25 [Janani Shishu Suraksha Karyakram (JSSK)],Number of Pregnant Women provided - Free Medicines under JSSK,218226,nan
nan,Number of Pregnant Women provided - Free Diet under JSSK,214321,nan
nan,Number of Pregnant Women provided - Free Diagnostics under JSSK,215850,nan
nan,Number of Pregnant Women provided - Free Home to facility transport under JSSK,106795,nan
nan,Number of Pregnant Women provided - Interfacility transfers when needed under JSSK,28775,nan
nan,Number of Pregnant Women provided - Free Drop Back home under JSSK,182439,nan
nan,Number of sick infants provided - Free Medicines under JSSK,27398,nan
nan,Number of sick infants provided - Free Diagnostics under JSSK,23262,nan
nan,Number of sick infants provided - Free Home to facility transport under JSSK,4204,nan
nan,Number of sick infants provided - Interfacility transfers when needed under JSSK,3695,nan
nan,Number of sick infants provided - Free Drop Back home under JSSK,4834,nan
